_id,Food,Health Rating
65518631df087bc1863b6e4f,hamburger,3
65518631df087bc1863b6e50,hash,5
65518631df087bc1863b6e51,hazelnut,6
65518631df087bc1863b6e52,herring,5
65518631df087bc1863b6e53,honey,6
65518631df087bc1863b6e54,honeydew melon,8
65518631df087bc1863b6e55,hot dog,2
65518631df087bc1863b6e56,huckleberry,8
65518631df087bc1863b6e57,huevos rancheros,5
65518631df087bc1863b6e58,hummus,8
65518631df087bc1863b6e59,ice cream,2
65518631df087bc1863b6e5a,iceberg lettuce,8
65518631df087bc1863b6e5b,jackfruit,8
65518631df087bc1863b6e5c,jalapeno,8
65518631df087bc1863b6e5d,jelly beans,2
65518631df087bc1863b6e5e,jerusalem artichoke,8
65518631df087bc1863b6e5f,jicama,8
65518631df087bc1863b6e60,jordan almonds,3
65518631df087bc1863b6e61,jujube,7
65518631df087bc1863b6e62,juniper berry,8
65518631df087bc1863b6e64,kale,9
65518631df087bc1863b6e65,kebab,5
65518631df087bc1863b6e66,kettle corn,4
65518631df087bc1863b6e67,kidney bean,8
65518631df087bc1863b6e68,kingfish,6
65518631df087bc1863b6e69,kipper,4
65518631df087bc1863b6e6a,kiwi fruit,9
65518631df087bc1863b6e6b,knish,4
65518631df087bc1863b6e6c,kohlrabi,9
65518631df087bc1863b6e6d,kombu,8
65518631df087bc1863b6e6e,kumquat,8
65518631df087bc1863b6e6f,lamb,4
65518631df087bc1863b6e70,lamb chops,4
65518631df087bc1863b6e71,lamb's lettuce,9
65518631df087bc1863b6e72,lasagna,3
65518631df087bc1863b6e73,lavender,8
65518631df087bc1863b6e74,leek,8
65518631df087bc1863b6e75,lemon,8
65518631df087bc1863b6e76,lemon peel,8
65518631df087bc1863b6e77,lentil,8
65518631df087bc1863b6e78,lettuce,9
65518631df087bc1863b6e79,lima bean,8
65518631df087bc1863b6e7a,lime,8
65518631df087bc1863b6e7b,lobster,5
65518631df087bc1863b6e7c,lobster bisque,4
65518631df087bc1863b6e7d,loin,4
65518631df087bc1863b6e7e,lollipop,2
65518631df087bc1863b6e7f,lotus root,8
65518631df087bc1863b6e80,lox,4
65518631df087bc1863b6e81,lychee,8
65518631df087bc1863b6e82,macadamia nut,6
65518631df087bc1863b6e83,macaron,3
65518631df087bc1863b6e84,macaroni,5
65518631df087bc1863b6e85,macaroon,3
65518631df087bc1863b6e86,mackerel,5
65518631df087bc1863b6e87,mandarin orange,8
65518631df087bc1863b6e88,mango,8
65518631df087bc1863b6e89,maple syrup,4
65518631df087bc1863b6e8a,marjoram,8
65518631df087bc1863b6e8b,marshmallow,2
65518631df087bc1863b6e8c,marzipan,3
65518631df087bc1863b6e8d,mashed potatoes,3
65518631df087bc1863b6e8e,meat,4
65518631df087bc1863b6e8f,meat pie,3
65518631df087bc1863b6e90,meatball,4
65518631df087bc1863b6e91,meatloaf,4
65518631df087bc1863b6e92,melon,8
65518631df087bc1863b6e93,meringue,3
65518631df087bc1863b6e94,millet,7
65518631df087bc1863b6e95,mint,8
65518631df087bc1863b6e96,miso soup,8
65518631df087bc1863b6e97,mochi,3
65518631df087bc1863b6e98,mousse,3
65518631df087bc1863b6e99,mozzarella,6
65518631df087bc1863b6e9a,muesli,7
65518631df087bc1863b6e9b,muffin,3
65518631df087bc1863b6e9c,mulberry,8
65518631df087bc1863b6e9d,mung bean,8
65518631df087bc1863b6e9e,mushroom,8
65518631df087bc1863b6e9f,mussel,6
65518631df087bc1863b6ea0,mutton,4
65518631df087bc1863b6ea1,nachos,2
65518631df087bc1863b6ea2,napa cabbage,9
65518631df087bc1863b6ea3,nectarine,8
65518631df087bc1863b6ea4,nigiri,5
65518631df087bc1863b6ea5,noodle,6
65518631df087bc1863b6ea6,nori,8
65518631df087bc1863b6ea7,nougat,3
65518631df087bc1863b6ea8,nut,6
65518631df087bc1863b6ea9,oat,7
65518631df087bc1863b6eaa,oatmeal,7
65518631df087bc1863b6eab,octopus,6
65518631df087bc1863b6eac,okra,8
65518631df087bc1863b6ead,olive,6
65518631df087bc1863b6eae,omelette,6
65518631df087bc1863b6eaf,onion,8
65518631df087bc1863b6eb0,onion rings,3
65518631df087bc1863b6eb1,orange,8
65518631df087bc1863b6eb2,oyster,5
65518631df087bc1863b6eb3,pad thai,5
65518631df087bc1863b6eb4,paella,4
65518631df087bc1863b6eb5,pancake,3
65518631df087bc1863b6eb6,pancetta,4
65518631df087bc1863b6eb7,panna cotta,3
65518631df087bc1863b6eb8,papaya,8
65518631df087bc1863b6eb9,parfait,3
65518631df087bc1863b6eba,parmesan,6
65518631df087bc1863b6ebb,parsnip,8
65518631df087bc1863b6ebc,passionfruit,8
65518631df087bc1863b6ebd,pasta,5
65518631df087bc1863b6ebe,pastrami,4
65518631df087bc1863b6ebf,pastry,3
65518631df087bc1863b6ec0,pate,3
65518631df087bc1863b6ec1,pea,8
65518631df087bc1863b6ec2,peach,8
65518631df087bc1863b6ec3,peanut,6
65518631df087bc1863b6ec4,peapod,8
65518631df087bc1863b6ec5,pear,8
65518631df087bc1863b6ec6,pearl onion,8
65518631df087bc1863b6ec7,pecan,6
65518631df087bc1863b6ec8,penne,5
65518631df087bc1863b6ec9,pepperoni,4
65518631df087bc1863b6eca,perch,6
65518631df087bc1863b6ecb,persimmon,8
65518631df087bc1863b6ecc,pho,5
65518631df087bc1863b6ecd,pickle,5
65518631df087bc1863b6ece,pie,3
65518631df087bc1863b6ecf,pike,6
65518631df087bc1863b6ed0,pilaf,5
65518631df087bc1863b6ed1,pine nut,6
65518631df087bc1863b6ed2,pineapple,8
65518631df087bc1863b6ed3,pistachio,6
65518631df087bc1863b6ed4,pita bread,5
65518631df087bc1863b6ed5,pizza,3
65518631df087bc1863b6ed6,plum,8
65518631df087bc1863b6ed7,polenta,5
65518631df087bc1863b6ed8,pomegranate,8
65518631df087bc1863b6ed9,pomelo,8
65518631df087bc1863b6eda,popcorn,2
65518631df087bc1863b6edb,popovers,4
65518631df087bc1863b6edc,poppy seed roll,4
65518631df087bc1863b6edd,popsicle,2
65518631df087bc1863b6ede,pork,4
65518631df087bc1863b6edf,pork chop,4
65518631df087bc1863b6ee0,pork pie,3
65518631df087bc1863b6ee1,porridge,6
65518631df087bc1863b6ee2,pot roast,4
65518631df087bc1863b6ee3,potato,7
65518631df087bc1863b6ee4,potato onion,7
65518631df087bc1863b6ee5,poutine,2
65518631df087bc1863b6ee6,praline,3
65518631df087bc1863b6ee7,prawn,5
65518631df087bc1863b6ee8,pretzel,3
65518631df087bc1863b6ee9,prime rib,4
65518631df087bc1863b6eea,prosciutto,4
65518631df087bc1863b6eeb,prune,7
65518631df087bc1863b6eec,pudding,3
65518631df087bc1863b6eed,pumpkin,8
65518631df087bc1863b6eee,pumpkin seeds,7
65518631df087bc1863b6ef0,quiche,4
65518631df087bc1863b6ef1,quince,8
65518631df087bc1863b6ef2,quinoa,9
65518631df087bc1863b6ef3,radicchio,9
65518631df087bc1863b6ef4,radish,9
65518631df087bc1863b6ef5,raisin,7
65518631df087bc1863b6ef6,raisin bread,5
65518631df087bc1863b6ef7,rambutan,8
65518631df087bc1863b6ef8,ramen,4
65518631df087bc1863b6ef9,raspberry,8
65518631df087bc1863b6efa,ratatouille,8
65518631df087bc1863b6efb,ravioli,5
65518631df087bc1863b6efc,red cabbage,9
65518631df087bc1863b6efd,red velvet cake,2
65518631df087bc1863b6efe,rhubarb,8
65518631df087bc1863b6eff,ribbon-cut pasta,5
65518631df087bc1863b6f00,rice,7
65518631df087bc1863b6f01,risotto,6
65518631df087bc1863b6f02,roast beef,4
65518631df087bc1863b6f03,roe,6
65518631df087bc1863b6f04,romaine,9
65518631df087bc1863b6f05,roquefort,3
65518631df087bc1863b6f06,rosemary,8
65518631df087bc1863b6f07,rutabaga,8
65518631df087bc1863b6f08,sage,8
65518631df087bc1863b6f09,salad,9
65518631df087bc1863b6f0a,salami,3
65518631df087bc1863b6f0b,salmon,5
65518631df087bc1863b6f0c,salsa,8
65518631df087bc1863b6f0d,samosa,4
65518631df087bc1863b6f0e,sandwich,5
65518631df087bc1863b6f0f,sardine,6
65518631df087bc1863b6f10,sashimi,6
65518631df087bc1863b6f11,sauerkraut,8
65518631df087bc1863b6f12,sausage,4
65518631df087bc1863b6f13,sausage roll,3
65518631df087bc1863b6f14,scallion,8
65518631df087bc1863b6f15,scallop,6
65518631df087bc1863b6f16,scampi,5
65518631df087bc1863b6f17,scone,4
65518631df087bc1863b6f18,sea bass,6
65518631df087bc1863b6f19,seafood,5
65518631df087bc1863b6f1a,seaweed salad,8
65518631df087bc1863b6f1b,sesame seed,7
65518631df087bc1863b6f1c,shallot,8
65518631df087bc1863b6f1d,shellfish,6
65518631df087bc1863b6f1e,sherbet,4
65518631df087bc1863b6f1f,shish kebab,5
65518631df087bc1863b6f20,shortcake,3
65518631df087bc1863b6f21,shrimp,6
65518631df087bc1863b6f22,sirloin,4
65518631df087bc1863b6f23,slaw,8
65518631df087bc1863b6f24,smoked fish,5
65518631df087bc1863b6f25,smoked salmon,5
65518631df087bc1863b6f26,snapper,6
65518631df087bc1863b6f27,snow pea,9
65518631df087bc1863b6f28,soda bread,4
65518631df087bc1863b6f29,sorbet,5
65518631df087bc1863b6f2a,sorghum,7
65518631df087bc1863b6f2b,sorrel,8
65518631df087bc1863b6f2c,souffle,4
65518631df087bc1863b6f2d,soup,8
65518631df087bc1863b6f2e,spaghetti bolognese,5
65518631df087bc1863b6f2f,spaghetti carbonara,5
65518631df087bc1863b6f30,spare ribs,4
65518631df087bc1863b6f31,spinach,9
65518631df087bc1863b6f32,split peas,7
65518631df087bc1863b6f33,spring onion,8
65518631df087bc1863b6f34,spring rolls,5
65518631df087bc1863b6f35,sprinkles,2
65518631df087bc1863b6f36,sprouts,9
65518631df087bc1863b6f37,squash,8
65518631df087bc1863b6f38,squash blossoms,8
65518631df087bc1863b6f39,squid,6
65518631df087bc1863b6f3a,star fruit,8
65518631df087bc1863b6f3b,steak,4
65518631df087bc1863b6f3c,stir-fry,6
65518631df087bc1863b6f3d,strawberry,8
65518631df087bc1863b6f3e,string bean,9
65518631df087bc1863b6f3f,strudel,3
65518631df087bc1863b6f40,stuffing,4
65518631df087bc1863b6f41,sturgeon,6
65518631df087bc1863b6f42,succotash,7
65518631df087bc1863b6f43,summer squash,8
65518631df087bc1863b6f44,sundae,3
65518631df087bc1863b6f45,sunflower seeds,6
65518631df087bc1863b6f46,sushi,6
65518631df087bc1863b6f47,sweet potato,9
65518631df087bc1863b6f48,swiss chard,9
65518631df087bc1863b6f49,swiss cheese,5
65518631df087bc1863b6f4a,tabouli,9
65518631df087bc1863b6f4b,tacos,5
65518631df087bc1863b6f4c,tagliatelle,5
65518631df087bc1863b6f4d,tamale,4
65518631df087bc1863b6f4e,tamarind,7
65518631df087bc1863b6f4f,tangerine,8
65518631df087bc1863b6f50,tart,3
65518631df087bc1863b6f51,tartare,5
65518631df087bc1863b6f52,tempura,4
65518631df087bc1863b6f53,tenderloin,4
65518631df087bc1863b6f54,tiramisu,3
65518631df087bc1863b6f55,toast,4
65518631df087bc1863b6f56,toffee,2
65518631df087bc1863b6f57,tofu,8
65518631df087bc1863b6f58,tomatillo,8
65518631df087bc1863b6f59,tomato,8
65518631df087bc1863b6f5a,torte,3
65518631df087bc1863b6f5b,tortellini,5
65518631df087bc1863b6f5c,tortilla chips,2
65518631df087bc1863b6f5d,trout,6
65518631df087bc1863b6f5e,truffle,6
65518631df087bc1863b6f5f,tuna,6
65518631df087bc1863b6f60,tuna tartare,6
65518631df087bc1863b6f61,turkey,4
65518631df087bc1863b6f62,turkey breast,4
65518631df087bc1863b6f63,turnip,8
65518631df087bc1863b6f64,venison,5
65518631df087bc1863b6f65,vermicelli,5
65518631df087bc1863b6f66,wafer,3
65518631df087bc1863b6f67,waffle,3
65518631df087bc1863b6f68,walnut,6
65518631df087bc1863b6f69,water chestnut,8
65518631df087bc1863b6f6a,watercress,9
65518631df087bc1863b6f6b,watermelon,8
65518631df087bc1863b6f6c,whipped cream,2
65518631df087bc1863b6f6d,whoopie pie,3
65518631df087bc1863b6f6e,winter melon,8
65518631df087bc1863b6f6f,yam,8
65518631df087bc1863b6f70,yardlong bean,9
65518631df087bc1863b6f71,yellow summer squash,8
65518631df087bc1863b6f72,yogurt,7
65518631df087bc1863b6f73,zucchini,8
